"","time","y","coal","gas","stocks","oil","temp"
"330",2014.31452054795,5.464,55.4655753351362,19.968,3177.54,78.974996746251,13.09
"331",2014.33493150685,5.295,54.0436410773441,19.745,3174.34,77.6753564741466,12.2041666675
"332",2014.35287671233,5.274,54.4719101123596,19.68,3193.362,78.537151141718,13.086666668
"333",2014.37205479452,4.896,54.8116910595205,19.436,3176.038,80.173935883031,14.103333332
"334",2014.39123287671,5.182,54.9797819971871,19.52,3212.532,80.8412447257384,15.8
"335",2014.4104109589,5.25,54.7912594965541,18.602,3244.868,80.3573790245551,13.936666664
"336",2014.4295890411,5.514,53.6718348151958,17.302,3283.664,80.1396134910721,18.356666668
"337",2014.44876712329,5.624,53.6628928218224,17.822,3278.592,83.0693610049154,18.29
"338",2014.46794520548,5.72,53.1810095128872,17.416,3292.75,84.2059606251746,16.713333332
"339",2014.48712328767,5.85,53.3312824118836,17.078,3240.06,82.7927690369459,16.72666667
"340",2014.50630136986,5.834,53.5273122512228,16.078,3245.554,81.0863211080593,18.753333332
"341",2014.52547945205,5.832,53.3335292648161,15.692,3170.07,78.8540947230753,19.3
"342",2014.54465753425,6.11,54.0317328754958,16.512,3170.25,79.3307086614173,22.153333334
"343",2014.56383561644,6.13,55.9103624784239,17.806,3190.056,80.1708231652878,22.153333334
"344",2014.58301369863,6.226,57.0863674346425,17.526,3099.994,78.6961322669213,20.673333332
"345",2014.60219178082,6.088,57.9274580425328,18.028,3028.282,78.1238324391374,19.956666668
"346",2014.62136986301,6.338,57.6915017810638,18.306,3062.482,76.7773221181189,17.573333332
"347",2014.64054794521,6.376,58.2078495403967,17.702,3133.914,77.4597847121432,16.236666666
"348",2014.6597260274,6.416,58.5574627886823,20.272,3177.372,77.767472975233,17.883333334
"349",2014.67890410959,6.232,58.2747672769866,21.712,3256.862,77.79729979656,18.183333332
"350",2014.69808219178,6.014,58.4345729388853,21.674,3234.084,75.5711150267396,17.123333332
"351",2014.71726027397,5.924,58.4290979209106,21.972,3249.094,76.0228279969521,15.686666666
"352",2014.73643835616,5.836,57.996388474523,22.036,3215.756,75.8137709036665,14.43
"353",2014.75561643836,5.726,57.5977121067684,23.702,3131.128,73.8465204957102,14.576666664
"354",2014.77479452055,6.068,57.0731707317073,23.132,3017.314,70.3402004893835,13.883333334
"355",2014.79397260274,6.168,56.4850537937957,22.644,2929.64,66.8156582290392,13.636666666
"356",2014.81315068493,6.292,57.4306748853121,22.58,3023.638,67.7139659167941,11.703333334
"357",2014.83232876712,6.45,57.572818621216,22.816,3057.64,67.8612312388705,11.2333333346
"358",2014.85150684932,6.712,57.9713630605929,23.01,3091.544,66.2545897670242,8.1033333334
"359",2014.87068493151,6.826,59.0105101256088,22.672,3073.86,63.3635606254806,8.8633333334
"360",2014.8898630137,7.03,59.3733974358974,23.546,3171.48,63.4294871794872,7.8066666666
"361",2014.90904109589,7.048,59.0520078999342,24.14,3238.638,58.3760175982273,5.1166666668
"362",2014.92821917808,6.758,58.4188761858429,23.318,3225.422,55.405821778967,3.49
"363",2014.94739726027,6.744,57.4784815005139,22.646,3082.054,49.8924075025694,5.2766666668
"364",2014.96657534247,7.174,58.0427685275873,22.386,3138.884,49.564152791381,7.2133333332
"365",2014.99315068493,7.32,55.5637829610432,21.365,3160.56,47.6284503681764,0.48333333335
"366",2015.01095890411,6.9575,53.3274588788184,19.9,3049.32,44.4318563276267,3.39166666675
"367",2015.02794520548,7.03,50.4311440139592,19.96,3097.138,41.2983448813295,5.86
"368",2015.04712328767,7.272,50.6348768200952,19.57,3219.03,42.0433372438065,3.05
"369",2015.06630136986,6.928,51.8662133928255,19.766,3370.204,43.1212153404866,2.78666666654
"370",2015.08547945205,7.116,51.472453149218,20.378,3384.618,47.368606453431,1.88000000006
"371",2015.10465753425,7.112,54.1056080033817,22.002,3382.428,49.9859095392419,2.4866666666
"372",2015.12383561644,7.6,54.9455758426966,23.13,3440.548,53.2004915730337,4.14
"373",2015.14301369863,7.498,54.0802310428627,22.268,3517.414,52.7630049660127,5.05
"374",2015.16219178082,7.03,55.9818038541443,22.594,3579.516,54.3985958879576,5.6733333334
"375",2015.18136986301,6.814,57.3241680871563,21.562,3612.58,54.226265470985,7.54
"376",2015.20054794521,6.602,57.9549302133103,21.468,3668.992,51.6553177081374,6.8933333334
"377",2015.2197260274,6.986,56.1853392732226,21.066,3702.246,51.0400942527889,6.6833333334
"378",2015.23890410959,6.972,55.138891455819,21.818,3697.778,52.5070693255956,8.3533333334
"379",2015.25936073059,7.16,53.5979308433661,21.62,3742.20666666667,52.2215721895495,8.322222222
"380",2015.27726027397,6.938,55.669657131035,21.79,3803.082,54.7537098685324,11.6266666674
"381",2015.29643835616,7.042,55.4931463537114,21.266,3717.536,58.7144531032046,10.966666668
"382",2015.31561643836,7.336,54.3618149245,20.984,3703.164,59.4932543599868,10.63
"383",2015.33630136986,7.56,53.3450625807314,20.3775,3588.28,59.8013451516636,13.595833335
"384",2015.35397260274,7.596,52.819746231737,20.576,3591.324,58.638976384959,15.046666666
"385",2015.37315068493,7.522,52.2935129386742,20.398,3623.702,58.2630272952854,12.23
"386",2015.39178082192,7.2875,53.6099849678859,20.44,3667.5075,58.6912950394024,13.4874999975
"387",2015.41150684932,7.372,52.7089587326847,20.286,3588.448,58.2860139607219,16.016666666
"388",2015.43068493151,7.514,50.7741809325725,20.24,3503.594,56.6387570440688,17.233333334
"389",2015.4498630137,7.538,51.1587495788783,20.07,3475.12,56.5916626770928,16.73
"390",2015.46904109589,7.49,51.4842711564023,20.464,3547.848,56.4572441293753,16.246666666
"391",2015.48821917808,7.502,52.7839005071412,20.528,3524.352,56.2819203268641,21.403333332
"392",2015.50739726027,7.452,53.1014545126028,20.696,3378.38,52.9099286295058,22.65
"393",2015.52657534247,7.684,53.243645066541,20.882,3554.066,52.7160314755049,19.513333334
"394",2015.54575342466,7.868,53.7132352941177,20.882,3663.374,52.2849264705882,21.673333334
"395",2015.56493150685,8.048,52.9907084785134,20.594,3575.476,49.0055168408827,19.38
"396",2015.58410958904,7.892,52.6118378922331,20.4,3623.188,46.5867715671027,19.813333334
"397",2015.60328767123,7.974,51.7383414988205,19.926,3614.18,44.8884050081655,22.156666666
"398",2015.62246575342,8.282,50.6840179520917,19.36,3486.06,43.791568284638,19.363333332
"399",2015.64164383562,8.228,48.9322565387243,18.7,3212.574,38.7365765639507,19.206666666
"400",2015.66082191781,8.072,49.2381901676694,19.256,3244.918,44.8221850414724,18.916666666
"401",2015.68,8.178,48.5427333595904,19.41,3230.426,43.8648000286441,15.1
"402",2015.69917808219,8.246,47.5388073703028,19.2,3208.818,42.4411915676939,16.106666668
"403",2015.71835616438,8.09,47.9553374582178,18.886,3150.77,43.0801507716379,14.766666666
"404",2015.73753424658,8.014,46.9466329186125,18.552,3060.494,42.9057787601155,13.406666666
"405",2015.75671232877,8.168,46.0203172340046,18.512,3158.822,44.255925859918,13.306666666
"406",2015.77589041096,8.312,45.7423792017731,18.44,3227.09,44.6693989551635,9.29
"407",2015.79506849315,8.416,45.6780333068993,18.21,3260.746,43.059300378888,9.1399999994
"408",2015.81424657534,8.588,47.3739552928806,18.134,3399.124,43.4144926485252,10.716666666
"409",2015.83342465753,8.556,48.157942732081,17.952,3429.592,44.9151924129126,9.923333332
"410",2015.85260273973,8.414,49.3332590446475,17.462,3441.576,43.8006091672238,12.333333332
"411",2015.87178082192,8.498,50.3947589450697,17.302,3398.888,41.0511973421431,10.17
"412",2015.89095890411,8.596,50.5826937151651,17.376,3443.66,42.4043387693058,5.9700000008
"413",2015.9101369863,8.558,48.4439247048172,17.804,3488.472,41.8461654532423,6.8766666668
"414",2015.92931506849,8.474,44.0718957840928,17.006,3321.794,38.0989025082907,8.3000000002
"415",2015.94726027397,8.1725,42.9434977987637,16.045,3214.8,34.8479664225918,6.97916666675
"416",2015.96767123288,8.232,42.794735779446,15.138,3256.24,33.7291899928415,9.5266666674
"417",2015.99178082192,8.33666666666667,43.2027298763025,14.9266666666667,3286.25,33.7791725062458,4.94444444433333
"418",2016.01229508197,7.9,43.2738947660184,15.02,3141.6925,32.7112301935603,2.25
"419",2016.02896174863,7.25,41.4161472410686,14.266,3044.528,28.9223527681247,2.4166666666
"420",2016.04808743169,6.584,40.5226838937014,13.11,2938.974,26.3140508001762,0.40000000002
"421",2016.06721311475,6.078,41.5616433315548,13.23,3016.144,29.7076518315456,8.19
