"","","diff.y","clean.y","diff.coal","diff.gas","","diff.oil",""
"41",2008.79030054645,0.0074648895022511,0.0074648895022511,-0.0485624488085099,-0.0489637582028624,2593.07,-0.12198359358228,13.2125
"42",2008.80983606557,-0.132418674138733,-0.132418674138733,0.00456919295491698,0.00757071873202619,2427.06,-0.0393234093260824,9.9700000006
"43",2008.82896174863,-0.084398903024749,-0.084398903024749,-0.0168220802097947,-0.0134699614653604,2525.352,-0.0254682098866019,5.6233333334
"44",2008.84808743169,0.0271746955793168,0.0271746955793168,-0.0588639814072085,-0.0214835280698931,2647.238,-0.0453135658972892,8.7933333326
"45",2008.86680327869,-0.0473175732532618,-0.0473175732532618,-0.1064174059691,-0.166854264500647,2419.78,-0.112861809968924,7.72916666675
"46",2008.88633879781,-0.118474681589483,-0.118474681589483,-0.0660529033443549,-0.0392490488557962,2291.532,-0.0418170162308797,5.5733333336
"47",2008.90546448087,0.000762195158850787,0.000762195158850787,-0.0430888823044153,-0.0140139132948018,2381.278,-0.0018000201975239,3.24
"48",2008.92459016393,-0.0680409437615697,-0.0680409437615697,-0.150379991365621,-0.0845842462180424,2358.748,-0.174221045504244,3.8933333332
"49",2008.94371584699,0.00162977083473503,0.00162977083473503,-0.0025769057825995,0.0242760694297064,2457.628,-0.010557777114788,2.4966666666
"50",2008.96379781421,0.0738437998536807,0.0738437998536807,-0.0546604856379052,-0.046104416820294,2436.1425,-0.0805676656480085,5.05833333325
"51",2008.98360655738,-0.00363034097710768,-0.00363034097710768,0.0174576811330249,0.035154997855102,2385.22,-0.0618583103007007,2.33333333335
"52",2008.99453551913,0.0131952904188326,0.0131952904188326,-0.00392969536171872,0.0313725411042967,2451.48,-0.0171102371337084,1.133333333
"53",2009.01095890411,-0.0318695223345427,-0.0318695223345427,0.0846241474425815,-0.0721991786781953,2551.715,0.210142407858861,-2.30416666675
"54",2009.02794520548,-0.100058020708006,-0.100058020708006,-0.0164923801006971,0.00917427026999862,2432.952,-0.0606013236876599,0.1266666666
"55",2009.04863013699,-0.159298045363037,0,-0.00971686426395824,-0.0114985014150788,2224.8225,0.0283513788675327,3.25
"56",2009.06630136986,-0.0123118558359891,-0.0123118558359891,-0.0141136384519838,0.00067458335406867,2216.422,0.0260642429916822,3.1400000002
"57",2009.08547945205,-0.0533158640960965,-0.0533158640960965,-0.0107231095621954,0.0478551518818993,2249.548,-0.0114733796429012,2.3033333334
"58",2009.10465753425,-0.152309113381716,-0.152309113381716,0.0281838646100097,-0.0307938259633418,2304.378,0.0179989768715245,3.0866666666
"59",2009.12534246575,-0.0979101500693145,-0.0979101500693145,-0.0120074738084233,-0.302358868804197,2161.76,-0.0604720393799187,2.3416666665
"60",2009.14301369863,0.126173346090729,0.126173346090729,-0.0252341898137152,-0.129324796096555,2012.182,0.000295916925330264,4.0733333336
"61",2009.16219178082,0.074872161969513,0.074872161969513,-0.165101089080469,-0.0654588731902153,1937.67,0.0692774693143563,5.81
"62",2009.18136986301,0.0740142821737968,0.0740142821737968,-0.0799264022010653,-0.0828653888348638,1866.358,-0.0328993103873731,5.57
"63",2009.19931506849,0.0669607634923937,0.0669607634923937,-0.0576274838268844,-0.0737813882187486,1996.2675,0.0111745858056973,7.6041666665
"64",2009.2197260274,-0.0771042572494878,-0.0771042572494878,0.012871379668419,0.0713286030793174,2097.762,0.0972011213011719,6.0566666666
"65",2009.23890410959,0.00735554980108999,0.00735554980108999,0.0694181714725022,-0.0520863568569223,2091.008,-0.0167694520996955,7.7066666666
"66",2009.25808219178,0.0878108014466261,0.0878108014466261,0.0415567796604233,0.0369095561480748,2189.464,0.0343535997867006,10.876666666
"67",2009.27853881279,0.101918447020265,0.101918447020265,0.0285201452518304,-0.0589395673627791,2263.16666666667,0.0190538094752206,11.7333333333333
"68",2009.29863013699,-0.0310893209755969,-0.0310893209755969,0.0186889614000685,-0.0371188976562578,2279.9775,-0.0184672729265865,11.0125
"69",2009.31561643836,0.0118042407487913,0.0118042407487913,-0.0912033901585021,0.0492692895569982,2302.38,-0.0182990420407996,12.363333334
"70",2009.33630136986,0.0613860256048633,0.0613860256048633,-0.0378259153149667,-0.0124442934458391,2409.9225,0.0532492320975981,12.5333333325
"71",2009.35397260274,0.0518743398707056,0.0518743398707056,0.00500046164952472,-0.00832378842959614,2416.74,0.0457735903232432,13.980000002
"72",2009.37465753425,-0.0372780474157852,-0.0372780474157852,-0.00374251138102188,0.00213181818167474,2430.7575,0.0143786228361695,15.091666665
"73",2009.39452054795,0.0320416574435507,0.0320416574435507,-0.00689807950699262,-0.0474711586633854,2455.42,0.020009120379346,16.275
"74",2009.41095890411,-0.0206846407223042,-0.0206846407223042,0.0450096682253323,0.00301939609255175,2480.4875,0.0624392106443263,16.1625
"75",2009.43068493151,-0.0836674499181336,-0.0836674499181336,0.0425461677819619,0.002038736689848,2487.788,0.0543521881374698,13.806666666
"76",2009.44863013699,-0.0522505499166179,-0.0522505499166179,-0.0110324125456813,-0.00762014652804321,2461.665,0.0277300380391394,16.5458333325
"77",2009.46904109589,0.0121674213013958,0.0121674213013958,-0.0300847292566799,-0.00430027773090291,2396.086,-0.0251078644032581,18.416666668
"78",2009.48821917808,0.0211392440611453,0.0211392440611453,-0.0281776865477048,-0.0240838415865321,2416.274,0.00144095370660446,20.920000002
"79",2009.50739726027,-0.0174834897992913,-0.0174834897992913,0.00263914119438224,-0.0154741965825975,2340.448,-0.0757472668603429,20.266666664
"80",2009.52657534247,0.0800310118355001,0.0800310118355001,0.0505512556611816,-0.122619272825028,2352.458,-0.0472265523972588,19.17
"81",2009.54726027397,0.00977661418461695,0.00977661418461695,-0.0105671320736556,-0.049230984101631,2502.125,0.0574436470624797,20.666666665
"82",2009.56493150685,-0.0234841700144801,-0.0234841700144801,0.00166400068031303,0.0712434235135877,2588.67,0.0557201010723052,20.18
"83",2009.58410958904,0.00751297034478604,0.00751297034478604,-0.00418535087210081,0.00730243794868235,2656.206,0.0409252354522156,19.703333332
"84",2009.60328767123,0.00843768189733574,0.00843768189733574,0.0374719287029657,0.0303500639297947,2680.198,0.0134485846019254,20.853333336
"85",2009.62191780822,0.0228773236712687,0.0228773236712687,0.0113700501776219,-0.0184904306829816,2657.1575,-0.00414128889561027,20.4708333325
"86",2009.64164383562,0.0417837218181707,0.0417837218181707,-0.00143904141557938,-0.112641636155965,2755.534,-0.00735508064725421,20.6
"87",2009.66082191781,-0.0136128448514743,-0.0136128448514743,-0.0189407389776584,0.106755991232856,2755.188,-0.0421677613116445,19.833333334
"88",2009.68,0.0180660283730685,0.0180660283730685,-0.0448199745666149,0.0303783703523406,2766.646,-0.0371422166844018,18.24
"89",2009.69726027397,-0.0567280154073329,-0.0567280154073329,-0.016922042610592,0.0230000704520692,2830.28,-0.0133712076949424,15.7875
"90",2009.71835616438,-0.0566215796844047,-0.0566215796844047,-0.00295711712578717,0.00065519242320633,2884.808,0.0195625641597501,15.23
"91",2009.73753424658,-0.0366712725320961,-0.0366712725320961,0.0278798744077897,0.0758482661416346,2866.872,-0.0527686318877674,14.58
"92",2009.75671232877,0.0131233499672967,0.0131233499672967,0.0326654188594251,0.118758129353005,2815.942,0.0331480869760719,13.499999998
"93",2009.77589041096,0.0512633224113461,0.0512633224113461,0.00319987368277497,0.0352057218889366,2902.804,0.0325532958491062,10.236666668
"94",2009.79657534247,0.0352827632709927,0.0352827632709927,-0.0064886722215669,0.0168338102514149,2937.1025,0.0700040042427923,8.93333333325
"95",2009.81424657534,-0.0131769704756275,-0.0131769704756275,0.00537580686563377,-0.0342817488396454,2847.344,0.0136391357071073,11.053333334
"96",2009.83342465753,0.0101143917325301,0.0101143917325301,0.0322695819655001,0.0834467958625775,2761.364,-0.000149013556958177,8.9766666666
"97",2009.85260273973,-0.0395074926218371,-0.0395074926218371,0.0148596299289907,-0.084098898917965,2837.05,-0.00992306615052652,7.0966666668
"98",2009.87123287671,-0.0440509459423315,-0.0440509459423315,0.0152764243883987,-0.081865415851218,2893.8525,0.00393192027548261,9.2875
"99",2009.89095890411,-0.030354922733169,-0.030354922733169,-0.00425939704902012,-0.0870435577165951,2873.204,-0.00578828140396981,10.1766666666
"100",2009.9101369863,0.0226067363793359,0.0226067363793359,-0.00738831424941333,0.015138738865935,2835.504,0.00312544865569819,5.9766666666
"101",2009.92931506849,0.0667449659805626,0.0667449659805626,0.00440552113795389,0.0578238447309891,2869.994,-0.0128984040190212,6.11
"102",2009.94849315068,0.0184775693735859,0.0184775693735859,0.0135178207377709,0.0347508289439693,2882.742,-0.0354386780264511,2.19999999998
"103",2009.9698630137,-0.10945271146231,-0.10945271146231,0.0421653354305924,0.0724254846504735,2925.115,0.0438225940749946,-0.2
"104",2009.99178082192,-0.0196633720023196,-0.0196633720023196,0.00222964220527011,0.0294615992414835,2980.24666666667,0.0461700699366374,2.62777777766667
"105",2010.01232876712,0.004068514044413,0.004068514044413,0.164624451845407,0.0872233847857875,3011.79,0.0412742244494932,-3.28750000025
"106",2010.02904109589,0.0293489646741274,0.0293489646741274,-0.0459573731911629,-0.0627344692985292,2994.62,-0.0260001715223117,-1.84999999994
"107",2010.05068493151,0.0286604294809796,0.0286604294809796,-0.0218762796222185,0.0062827431794954,2930.135,-0.021672423272332,2.3916666665
"108",2010.06739726027,-0.00946250028824913,-0.00946250028824913,0.0081720194749586,0.106309012361772,2799.314,-0.0376258403422312,-1.16333333332
"109",2010.08657534247,-0.0339583447758511,-0.0339583447758511,-0.0575076165375554,-0.055866335862663,2782.438,0.0263074880706249,1.8433333334
"110",2010.10575342466,0.0365004022195263,0.0365004022195263,-0.0398941645386737,-0.0154207303678859,2668.956,-0.0191715438293798,-0.0733333333400001
"111",2010.12739726027,-0.0231909777650099,-0.0231909777650099,-0.0166510151746455,-0.0212624226706031,2736.2875,0.0618146527072776,0.379166666575
"112",2010.14410958904,-0.0190570130925232,-0.0190570130925232,0.00188565487697501,-0.0604187276266033,2744.286,0.032445185309915,2.8466666666
"113",2010.16328767123,0.0320407572346757,0.0320407572346757,0.0135298606747432,-0.0480665952735881,2787.238,0.00112483207110259,3.5466666666
"114",2010.18246575342,-0.00772438524510255,-0.00772438524510255,-0.0492067810634977,-0.0482144661196653,2888.516,0.0250632908541908,0.64333333334
"115",2010.20068493151,-0.0100472642419498,-0.0100472642419498,0.0142777047847882,-0.0026747949559911,2897.145,-0.0143861563338579,5.40833333325
"116",2010.22082191781,-0.00836663643293445,-0.00836663643293445,0.0272962523035698,0.00214917076517684,2910.25,0.0277736181075481,9.67
"117",2010.24,-0.00356838482749522,-0.00356838482749522,0.00458036823791019,0.0427129500159555,2947.554,0.0165826789138368,7.8433333332
"118",2010.26301369863,0.0476991319991802,0.0476991319991802,0.0536701361607834,0.0174785972739597,2968.80666666667,0.054266630355003,10.0055555546667
"119",2010.27835616438,0.0267085421198328,0.0267085421198328,-0.0280318068973253,0.0584868307000601,3000.938,-0.0161862373208788,8.7333333332
"120",2010.3,0.0568237099545597,0.0568237099545597,0.0235967607397987,-0.0240216315228432,2942.3325,0.00864362513110795,9.1041666665
"121",2010.31671232877,0.0420085453593075,0.0420085453593075,0.0256549042069958,0.114296161124436,2864.118,0.026556197163667,13.933333334
"122",2010.33589041096,0.046977367575177,0.046977367575177,0.120416484402821,0.0943789365273409,2726.438,0.00283128436639579,9.7466666674
"123",2010.35342465753,-0.0310610523889299,-0.0310610523889299,0.0682696927040265,0.0513256437607845,2688.465,-0.0374363155895505,9.52916666675
"124",2010.37465753425,-0.0257343191526043,-0.0257343191526043,0.0130155739724156,0,2630.2975,-0.0474642177543414,13.39166666575
"125",2010.39383561644,0.00608604559691539,0.00608604559691539,-0.0115500164126008,0.0205314793263129,2553.095,-0.0321443390966687,14.3375
"126",2010.41260273973,-0.00400933857264629,-0.00400933857264629,0.0187055742740414,-0.00879970600680702,2613.408,0.0397823692698731,15.376666668
"127",2010.43178082192,0.0202106103421387,0.0202106103421387,0.0814005207412869,0.111622003866213,2551.964,0.0085086608233258,17.526666666
"128",2010.45,0.0162287703042363,0.0162287703042363,-0.00684220034894789,0.0437948611840233,2691.5475,0.0164948284177999,15.6333333325
"129",2010.4701369863,-0.0154545767171799,-0.0154545767171799,-0.0118236718350184,0.015480185287899,2720.276,0.014161449064968,17.103333332
"130",2010.48931506849,-0.0124596031058353,-0.0124596031058353,-0.020968025983783,0.0128206884290614,2589.246,-0.0241304680006342,21.356666664
"131",2010.50849315068,-0.0184531399356547,-0.0184531399356547,-0.0306631808044591,0.0576525682283244,2581.938,-0.0658786242912255,21.786666666
"132",2010.52767123288,-0.0637140639692899,-0.0637140639692899,-0.010586580678063,-0.0185912978811076,2709.33,0.0354711170207826,23.266666668
"133",2010.54931506849,0.00980572916388445,0.00980572916388445,-0.0153297244841788,-0.134990891788976,2653.9025,-0.00569017195418287,22.2583333325
"134",2010.56602739726,-0.0307233972830905,-0.0307233972830905,-0.00872186116970131,-0.0187871464099003,2750.12,-0.000852381122692591,19.806666666
"135",2010.58520547945,0.0384854026185795,0.0384854026185795,0.00785765354219237,0.0679415574367637,2805.54,0.0396940334383338,18.899999998
"136",2010.60438356164,0.00472551261565535,0.00472551261565535,-0.00051571510879711,-0.00605708243654135,2770.328,-0.0222048178943997,19.736666666
"137",2010.62328767123,0.0090410912965706,0.0090410912965706,0.003078723970936,-0.0379637758666083,2702.675,-0.0234065677659423,18.3625
"138",2010.64273972603,0.0362302249044775,0.0362302249044775,0.00909869831876886,-0.00404914994258876,2622.73,-0.011434833043543,19.41
"139",2010.66191780822,0.0230557762999259,0.0230557762999259,-0.00771366558527742,0.00852293609042265,2660.066,0.0272775150430338,15.573333334
"140",2010.68109589041,0.0146551022402495,0.0146551022402495,-0.0116442006882185,0.0221274492057932,2752.462,0.012841021678879,15.95
"141",2010.69863013699,-0.0227165163297944,-0.0227165163297944,-0.00944369509049103,0.00204620178012238,2796.5725,0.00909385498060278,16.55416667
"142",2010.71945205479,-0.0189779022012808,-0.0189779022012808,-0.016550999761999,-0.0163786946808981,2769.194,-0.0301597765905104,15.423333334
"143",2010.73863013699,0.0293676060504167,0.0293676060504167,0.00802940540852592,0.0331284328321519,2768.862,-0.0071756424213163,12.416666666
"144",2010.75780821918,-0.00206932303536744,-0.00206932303536744,-0.00329115800263935,-0.00296673241543033,2751.874,0.0314368774625233,14.336666666
"145",2010.77698630137,0.0136301454364434,0.0136301454364434,0.000768359583122269,0.00180227984114856,2805.512,-0.00868007889608613,10.4500000006
"146",2010.79863013699,-0.0355874746217459,-0.0355874746217459,0.0146948887339304,-0.0056828896601262,2855.465,-0.0112520919351082,7.42916666675
"147",2010.81534246575,-0.00427712394218149,-0.00427712394218149,0.00205666663150872,0.00695313435299383,2855.296,0.00744500728912101,8.0366666674
"148",2010.83452054795,-0.0281708769666964,-0.0281708769666964,0.0454127089153795,-0.00743261013533481,2851.474,0.0132948955596763,10.8599999994
"149",2010.85369863014,-0.0114114113822121,-0.0114114113822121,0.015748633659884,-0.0143841037357895,2862.338,0.050804162012148,6.9333333326
"150",2010.87260273973,0.0337171688965103,0.0337171688965103,0.026597440236495,0.0399783042992001,2832.2025,-0.0205021434867714,6.775
"151",2010.89205479452,0.00599801864855376,0.00599801864855376,0.0118451709789875,0.0634666574539509,2783.924,0.00274914887014077,3.5466666666
"152",2010.91123287671,-0.0127049519052718,-0.0127049519052718,0.0944803330088346,0.066565567367129,2712.234,0.059657816224175,-2.39333333334
"153",2010.9304109589,-0.0100095519875931,-0.0100095519875931,0.0428606093359063,0.0781393966732433,2802.95,0.027512638813187,0.8033333334
"154",2010.9495890411,-0.019631353220539,-0.019631353220539,-0.0162231657166183,-0.0324946074190375,2848.868,0.00215346377473669,0.1533333332
"155",2010.97123287671,-0.0216169715166266,-0.0216169715166266,0.0451835812535535,-0.00272702650592471,2862.59,0.0357311166690861,-1.35416666675
"156",2010.9904109589,-0.00177242159126179,-0.00177242159126179,-0.00398578215784884,0.0221451123630265,2824.77,-0.00171723883589969,0.045833333325
"157",2011.01095890411,0.027401850929802,0.027401850929802,0.0552133176409493,-0.0160251555500928,2832.364,0.00907172380491161,1.8133333332
"158",2011.0301369863,-0.0118065125869888,-0.0118065125869888,0.00581257626696452,-0.0180532464222738,2854.522,0.0330922195360523,5.0700000002
"159",2011.05068493151,0.00980229615190353,0.00980229615190353,-0.0484468110586258,-0.00503120624218623,2941.84,-0.0255432973098841,2.4833333335
"160",2011.06849315068,0.0222345400517461,0.0222345400517461,-0.0294534603439827,-0.040285161268129,2969.7,-0.0160557671638744,0.93666666674
"161",2011.08767123288,0.00418608402788623,0.00418608402788623,-0.0379343606199303,0.000370061989605652,2994.364,0.0380246104013766,2.8933333332
"162",2011.10684931507,-0.00784636060141652,-0.00784636060141652,-0.00572722145861437,-0.00714786055599737,3031.07,0.0016071020983679,4.9400000002
"163",2011.12739726027,0.0105713870988828,0.0105713870988828,0.00190798696356254,-0.00950092560898552,3056.23,0.0198526763898643,2.11666666675
"164",2011.14520547945,0.030799146339298,0.030799146339298,-0.00340617613326444,0.0283276167789297,2976.948,0.0525639125713919,2.56000000026
"165",2011.16438356164,0.0152595745154733,0.0152595745154733,0.00329964773445202,0.0306996247331988,2974.716,0.0388912590597474,2.8366666666
"166",2011.18356164384,0.0156621269927415,0.0156621269927415,0.0187936504321788,0.0397184511829005,2921.104,-0.00282876063149295,6.06
"167",2011.20205479452,0.0768791491983438,0.0768791491983438,0.0105033558166552,0.0758851071781894,2787.54,-0.035122225119375,6.87083333325
"168",2011.22191780822,-0.0156230148885501,-0.0156230148885501,-0.00764967932107208,-0.0374381188928616,2880.588,0.0239720900327027,8.1766666666
"169",2011.24109589041,0.0196511589265636,0.0196511589265636,0.00686973480952791,-0.000984413533147599,2927.192,0.00698666825226546,9.1399999994
"170",2011.2602739726,-0.00280046857470762,-0.00280046857470762,0.00617857345442019,-0.00832410954768958,2965.326,0.0445459350277222,12.793333334
"171",2011.27808219178,-0.0247546909369163,-0.0247546909369163,-0.0143115159492995,-0.0241237931855327,2943.6525,-0.0139526775594607,10.92916666575
"172",2011.29726027397,0.00805253381964466,0.00805253381964466,0.000561741954263617,-0.0267427202560993,2890.825,0.00488941015494504,13.645833335
"173",2011.31917808219,0.0144502661865684,0.0144502661865684,-0.023871562930915,-0.0223442238531875,2987.3825,-0.00532908671414756,13.529166665
"174",2011.33698630137,0.00388645054740833,0.00388645054740833,0.00104908726241071,-0.00966363998497943,2968.148,-0.053610700680621,11.2833333334
"175",2011.35616438356,-0.0143346362422481,-0.0143346362422481,0.000611131234529161,0.0335958045261902,2919.1,0.000630939594641333,16.616666668
"176",2011.37602739726,-0.0185135177266744,-0.0185135177266744,-0.00329029483903298,0.00329832778839112,2873.2975,-0.0175905844626278,14.9375
"177",2011.39452054795,-0.0100564244857209,-0.0100564244857209,0.00382548007791783,0.00561677864644672,2806.318,0.0172629691728732,16.12
"178",2011.41301369863,0.0319665341214654,0.0319665341214654,-0.0282200852056116,0.00793910403183418,2823.2575,-0.00227091192946993,16.6208333325
"179",2011.43287671233,-0.0192614203916017,-0.0192614203916017,0.00971937773848897,-0.0191172456391158,2760.51,0.00850289847808838,16.286666666
"180",2011.45296803653,-0.0303546781630026,-0.0303546781630026,0.00644938443896326,0.00570577772027425,2760.52,0.00488765779065226,17.6944444433333
"181",2011.47123287671,-0.134210349418771,-0.134210349418771,-0.00287111501241277,-0.0230210861816129,2758.362,-0.0556214821283927,17.56666667
"182",2011.4904109589,-0.0615286447799166,-0.0615286447799166,-0.0123580035070772,-0.0192459952953228,2800.234,-0.00440264342323093,20.196666668
"183",2011.5095890411,-0.00771737203912126,-0.00771737203912126,0.0139398249087233,-0.0044386141081505,2837.586,0.0456167395734424,19.35
"184",2011.52739726027,-0.0762017973064739,-0.0762017973064739,0.0154415998160076,-0.00706072857057372,2703.2525,0.0465647796127051,18.225
"185",2011.54794520548,0.0404809527655692,0.0404809527655692,-0.00980110498811371,-0.000320051210925598,2704.3,-0.017048423830345,17.76
"186",2011.56712328767,-0.00837883330504274,-0.00837883330504274,-0.00583774032496454,-0.014277403673316,2707.838,-0.00948235161763744,18.823333334
"187",2011.58630136986,-0.096771796739672,-0.096771796739672,0.0352638693550125,0.00342672250111686,2484.7,-0.0311279334296879,20.209999998
"188",2011.60547945205,0.0226516125607685,0.0226516125607685,-0.0107702212441119,0.00681841764426094,2251.54,-0.0634681924645806,18.313333332
"189",2011.62465753425,0.0596888809785345,0.0596888809785345,-0.0104254965906225,0.0117534302191742,2253.4575,0.0167853420096362,19.825
"190",2011.64383561644,0.0439947293736886,0.0439947293736886,-0.00525242446648377,0.0456141240797581,2205.842,0.00956454640472071,19.823333332
"191",2011.66301369863,0.00522676055401572,0.00522676055401572,0.0134784135465784,0.0864982247420012,2261.398,0.0357104461543267,16.463333334
"192",2011.68219178082,-0.0634555954981946,-0.0634555954981946,0.0298942373729885,0.0547743061645636,2115.12,0.0268416363676325,17.393333334
"193",2011.7,-0.00816096719111536,-0.00816096719111536,-0.00128670411555909,-0.0201904160954491,2067.6625,0.012139028376513,17.3416666675
"194",2011.72054794521,-0.0407190556144048,-0.0407190556144048,0.0106207797401927,-0.0290327259329888,2071.356,-0.0339937707656492,14.91
"195",2011.7397260274,-0.0794138667209858,-0.0794138667209858,-0.00469524807382715,-0.0163447928108948,2169.224,-0.0297292591134868,17.283333336
"196",2011.7602739726,-0.0437069873034539,-0.0437069873034539,-0.024407649463968,0.0563598188777985,2197.12,0.00367516708441418,15.116666665
"197",2011.77808219178,0.0247695131432057,0.0247695131432057,-0.0280798996108285,-0.0163355701248342,2339.384,0.0458021963706718,12.97
"198",2011.79863013699,-0.0337840704725387,-0.0337840704725387,-0.0170854806367897,-0.0264511860871695,2311.5425,-0.01860277779942,9.025000001
"199",2011.81643835616,0.0162163091354519,0.0162163091354519,-0.0101486814275464,-0.0153431170341274,2397.474,-0.00717572697589119,10.32
"200",2011.83561643836,-0.0640377796445279,-0.0640377796445279,0.01300761840906,0.0226124284380824,2315.25,0.012913869498151,12.193333332
"201",2011.85479452055,0.0239459493634215,0.0239459493634215,0.00319912835919212,-0.00204901955210879,2281.648,0.0389468112636493,8.3666666664
